Accident_Index,Date,Speed_Limit,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Casualties,Severity,District,Latitude,Longitude,Vehicle_Type
ACC2021006218,2021-04-21,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.87726338498678,-1.5059845632379654,Car
ACC2021006219,2021-05-17,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.254435333790475,-5.037842641106282,Car
ACC2021006220,2021-08-20,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.7952254670523,-1.5652822703986937,Car
ACC2021006221,2022-04-13,40,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Sheffield,53.42047666905157,-1.4705301379763798,Car
ACC2021006222,2022-04-26,30,Dual carriageway,Rural,Fog or mist,Day,Wet or damp,2,Slight,Leeds,53.80102675707838,-1.4593875729721757,Car
ACC2021006223,2021-03-09,30,Single carriageway,Urban,Fine no high winds,Day,Snow,1,Slight,Sheffield,53.4002472285172,-1.4843628135777196,Bike
ACC2021006224,2021-09-06,40,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Manchester,53.493455243529986,-2.245005622778632,Car
ACC2021006225,2021-11-19,30,One way street,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.8190671748389,-1.5888780758546217,Car
ACC2021006226,2022-06-02,60,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.78377343975441,-1.5329172044301171,Car
ACC2021006227,2022-03-08,60,Slip road,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.809563369156145,-1.5424124541852393,Car
ACC2021006228,2022-05-02,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.82225746234606,-1.5400102505944666,Car
ACC2021006229,2022-08-29,50,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.75585482950867,-1.5982952256547716,Car
ACC2021006230,2022-03-05,30,Roundabout,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.83856400305532,-1.7118747669313557,Car
ACC2021006231,2021-09-26,20,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Cornwall,50.334061296796634,-5.062759567202639,Van
ACC2021006232,2022-12-10,60,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.231922555402996,-5.069763167220423,Bus
ACC2021006233,2022-06-21,30,Single carriageway,Rural,Raining no high winds,Day,Wet or damp,1,Slight,County Durham,54.745809796933976,-1.5981403268632635,Car
ACC2021006234,2021-05-28,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.531917580826814,-1.9029453765736164,Car
ACC2021006235,2021-04-28,60,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.452236787247145,-1.9315737667642108,Car
ACC2021006236,2022-01-02,40,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.2792342662928,-5.043339799354337,Car
ACC2021006237,2021-03-07,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,2,Serious,Leeds,53.8273069577374,-1.5760622768356223,Bus
ACC2021006238,2022-01-05,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.49812795239645,-1.8209000837439577,Car
ACC2021006239,2021-06-24,20,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Serious,Sheffield,53.379723293608556,-1.4756516597383937,Bike
ACC2021006240,2022-08-11,50,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.250702928627774,-5.061232757781503,Car
ACC2021006241,2022-05-10,30,Slip road,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.51259497088384,-1.929115938921313,Car
ACC2021006242,2021-04-24,60,One way street,Urban,Fine no high winds,Day,Snow,1,Serious,Leeds,53.72996014190337,-1.5058956107823067,Car
ACC2021006243,2021-04-21,50,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Serious,Sheffield,53.39298638081488,-1.485260292755622,Van
ACC2021006244,2022-03-15,30,Roundabout,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.866736547840816,-1.5576727902617866,Bike
ACC2021006245,2022-12-16,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Fatal,Birmingham,52.42112418091331,-1.8826185280684753,Car
ACC2021006246,2021-05-27,30,Single carriageway,Urban,Raining + high winds,Day,Dry,1,Slight,Manchester,53.493993268258606,-2.2287646576562783,Car
ACC2021006247,2021-02-04,60,Dual carriageway,Urban,Raining no high winds,Day,Dry,1,Serious,Birmingham,52.468745030131764,-1.9283098493679924,Bike
ACC2021006248,2021-11-05,30,Roundabout,Urban,Fine no high winds,Day,Dry,2,Slight,Birmingham,52.48414979023219,-1.8385135203672331,Car
ACC2021006249,2022-06-22,60,Single carriageway,Rural,Raining no high winds,Day,Dry,2,Slight,Sheffield,53.38004561354109,-1.4808697172161187,Car
ACC2021006250,2021-01-14,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,2,Slight,Leeds,53.77971347072636,-1.5582999105939557,Car
ACC2021006251,2022-01-09,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.796927501169606,-1.5717327480824645,Car
ACC2021006252,2022-07-11,60,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Bradford,53.801020980488296,-1.728300342711721,Car
ACC2021006253,2022-03-04,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.477676656574204,-1.8968883967199606,Bus
ACC2021006254,2022-12-29,40,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Sheffield,53.353026598169,-1.4223468150389431,Car
ACC2021006255,2021-08-21,20,Dual carriageway,Rural,Raining no high winds,Dark,Wet or damp,1,Slight,County Durham,54.821877669015755,-1.5696867861312729,Bus
ACC2021006256,2022-12-06,60,Single carriageway,Urban,Raining + high winds,Day,Dry,2,Serious,Bradford,53.77433569925928,-1.7541480431551668,Car
ACC2021006257,2022-07-17,60,Single carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Leeds,53.80099341811214,-1.5370252244821554,Car
ACC2021006258,2022-12-27,60,Dual carriageway,Urban,Fog or mist,Dark,Dry,1,Slight,Birmingham,52.481946677374765,-1.8614663283233528,Car
ACC2021006259,2022-10-25,30,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Cheshire East,53.21637808711073,-2.2963010613293924,Car
ACC2021006260,2022-03-16,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.41029678323189,-1.4479158034992432,Car
ACC2021006261,2022-05-17,30,Slip road,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.519875271728786,-1.8904120834510172,Car
ACC2021006262,2021-10-02,30,One way street,Urban,Snowing no high winds,Day,Dry,1,Slight,Liverpool,53.37390250897554,-2.957575701935512,Car
ACC2021006263,2021-03-17,40,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.48002405403221,-1.8738285957049283,Car
ACC2021006264,2022-03-15,30,Single carriageway,Urban,Raining + high winds,Dark,Wet or damp,1,Slight,Sheffield,53.40849651990976,-1.4372503370360619,Car
ACC2021006265,2022-11-30,30,Single carriageway,Rural,Fog or mist,Dark,Wet or damp,1,Slight,Sheffield,53.37491954414048,-1.5016918753816086,Van
ACC2021006266,2021-10-16,50,Dual carriageway,Urban,Raining no high winds,Day,Dry,3,Serious,Cheshire East,53.19042242740485,-2.307644162414297,Car
ACC2021006267,2022-06-24,60,One way street,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.48938949467187,-1.9180406303825017,Van
ACC2021006268,2022-11-23,70,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Bradford,53.808340027100634,-1.7742535360353198,Car
ACC2021006269,2021-09-10,30,Single carriageway,Rural,Fine no high winds,Dark,Flood,1,Slight,Cornwall,50.29459063625164,-5.02355374237148,Other
ACC2021006270,2021-05-06,30,Dual carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.490668028780135,-1.9105218327991038,Car
ACC2021006271,2021-06-26,30,Single carriageway,Rural,Fog or mist,Day,Dry,1,Slight,Bradford,53.802985369395756,-1.688552725020606,Bike
ACC2021006272,2021-02-06,30,Single carriageway,Rural,Fine no high winds,Day,Dry,3,Serious,Leeds,53.76833237104756,-1.524737035170094,Bike
ACC2021006273,2022-02-14,30,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.80947393361303,-1.5539848942200738,Car
ACC2021006274,2022-09-03,70,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.4580839313141,-1.84150610193326,Bike
ACC2021006275,2022-09-02,20,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.52126478572896,-1.8661536984213363,Car
ACC2021006276,2021-05-07,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.49190517570083,-1.9477435543587043,Car
ACC2021006277,2022-04-28,20,Dual carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.49346709323011,-1.9180624315879538,Car
ACC2021006278,2021-06-17,30,Single carriageway,Urban,Fog or mist,Day,Dry,1,Serious,Bradford,53.829117687470685,-1.7338055238156542,Car
ACC2021006279,2022-08-15,20,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.51113888431528,-1.831686493125721,Car
ACC2021006280,2021-10-21,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,2,Serious,Manchester,53.43384967391912,-2.303449247146932,Car
ACC2021006281,2022-09-30,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.51323012334569,-1.93442498616343,Car
ACC2021006282,2021-12-09,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.381996639183754,-1.4799484636902556,Car
ACC2021006283,2021-11-06,30,Single carriageway,Rural,Raining + high winds,Day,Dry,1,Slight,Birmingham,52.48879913186678,-1.89552781123541,Bus
ACC2021006284,2022-10-24,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,County Durham,54.78506328163222,-1.6255776973967906,Car
ACC2021006285,2022-06-12,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,2,Slight,Birmingham,52.526762688671255,-1.8916983835940457,Car
ACC2021006286,2022-06-24,20,Dual carriageway,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Sheffield,53.385561606231946,-1.5015050006213608,Car
ACC2021006287,2022-02-23,60,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Serious,Leeds,53.80765372403186,-1.5317786216293865,Car
ACC2021006288,2022-03-20,30,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.25772136708246,-5.053895313076682,Car
ACC2021006289,2022-11-16,30,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Leeds,53.77087667190969,-1.6224646122835884,Car
ACC2021006290,2022-07-12,60,Roundabout,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.79900652315095,-1.5823450464426796,Car
ACC2021006291,2021-08-24,30,Roundabout,Urban,Raining no high winds,Dark,Dry,1,Slight,Birmingham,52.47784578648136,-1.8300671067410177,Car
ACC2021006292,2022-03-15,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.493879376184054,-1.9176824328844142,Car
ACC2021006293,2021-08-02,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.74818577840079,-1.5454879711002567,Other
ACC2021006294,2021-03-26,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,2,Slight,Birmingham,52.45420923148626,-1.9508676264785028,Car
ACC2021006295,2021-03-26,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.801532800842736,-1.6933378991859662,Car
ACC2021006296,2022-05-04,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.38270478897595,-1.471362344097068,Car
ACC2021006297,2021-03-06,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.34133577699394,-1.5160296870089802,Van
ACC2021006298,2022-10-08,60,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Bradford,53.801003933098215,-1.717084770444359,Car
ACC2021006299,2022-10-25,60,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Bradford,53.8015519007097,-1.7629975985418525,Bus
ACC2021006300,2022-09-19,40,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Bradford,53.80842545559174,-1.7214585170573995,Car
ACC2021006301,2021-03-05,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Manchester,53.54199970433654,-2.2383793474144236,Van
ACC2021006302,2021-12-09,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Sheffield,53.42301706567467,-1.5001492887954775,Car
ACC2021006303,2021-12-18,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.79777034966008,-1.5630568090744734,Car
ACC2021006304,2021-06-07,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.84572519720551,-1.5056392556333298,Car
ACC2021006305,2022-08-12,70,Dual carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.49149544058373,-1.9007347130746122,Bike
ACC2021006306,2022-05-06,30,Single carriageway,Urban,Fine no high winds,Dark,Snow,2,Slight,Kirklees,53.65187688214975,-1.7954778962172555,Car
ACC2021006307,2022-10-20,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cheshire East,53.2756656932197,-2.294278564409118,Car
ACC2021006308,2022-04-08,30,One way street,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.467570851550775,-1.9299131085191739,Car
ACC2021006309,2021-08-13,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.375458957354724,-2.9657991779738975,Bike
ACC2021006310,2021-11-09,40,Roundabout,Urban,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.539227195628214,-1.8926975049828447,Bike
ACC2021006311,2022-09-07,30,Single carriageway,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Birmingham,52.44903754588159,-1.8558978256099696,Bus
ACC2021006312,2022-04-11,60,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Sheffield,53.35021929739244,-1.4817330648775875,Car
ACC2021006313,2021-03-29,30,Single carriageway,Rural,Fine no high winds,Day,Dry,2,Serious,Sheffield,53.37291515131968,-1.5012772514470265,Car
ACC2021006314,2021-10-30,30,Single carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Cornwall,50.28241731007755,-5.051867308980805,Bus
ACC2021006315,2022-11-11,50,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Fatal,Manchester,53.43936265773634,-2.241875048211582,Car
ACC2021006316,2022-03-11,30,Single carriageway,Urban,Fine no high winds,Day,Flood,1,Serious,Cornwall,50.24894744164041,-5.081465237142265,Car
ACC2021006317,2022-11-13,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Leeds,53.81904649468143,-1.5493469961696527,Car
ACC2021006318,2021-05-15,60,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.476332355449756,-1.9332897935701634,Car
ACC2021006319,2021-02-19,30,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.41498995275792,-2.9915041268440836,Bike
ACC2021006320,2022-03-08,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Leeds,53.736925422866676,-1.4898757616178782,Bike
ACC2021006321,2021-12-06,60,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.81366853878235,-1.5764157015411089,Car
ACC2021006322,2021-12-13,70,Roundabout,Rural,Raining no high winds,Dark,Dry,1,Slight,County Durham,54.80550154538531,-1.5847536806466185,Car
ACC2021006323,2022-10-08,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Serious,Birmingham,52.47593893088838,-1.8716248755941751,Car
ACC2021006324,2021-12-13,40,Dual carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Serious,Liverpool,53.396917446650875,-2.9802810925945704,Car
ACC2021006325,2022-10-11,20,Roundabout,Rural,Fine no high winds,Dark,Flood,1,Serious,Leeds,53.76150992481468,-1.5903751090398996,Car
ACC2021006326,2021-09-02,20,Slip road,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.40800313856209,-3.0319801555479384,Car
ACC2021006327,2021-04-19,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.2813095931553,-5.0336035682486475,Bike
ACC2021006328,2022-06-17,70,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.7378509059575,-1.7699370540240391,Car
ACC2021006329,2021-03-31,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.51039479572573,-1.919400797635309,Car
ACC2021006330,2021-10-23,30,Single carriageway,Urban,Raining no high winds,Day,Wet or damp,2,Slight,Leeds,53.80357151429017,-1.5744746322800431,Car
ACC2021006331,2021-04-22,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Kirklees,53.61597651383965,-1.781806857024482,Car
ACC2021006332,2022-08-12,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Manchester,53.431444881423666,-2.24827602467592,Bike
ACC2021006333,2021-06-26,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Kirklees,53.6617684045499,-1.81879474096069,Car
ACC2021006334,2021-12-09,30,Dual carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Cornwall,50.23641765058772,-5.028372865983942,Car
ACC2021006335,2022-10-22,60,Single carriageway,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Liverpool,53.35100808611145,-2.9586326984189224,Car
ACC2021006336,2021-04-11,40,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.214922149852214,-5.043090777096234,Car
ACC2021006337,2022-09-21,30,Dual carriageway,Rural,Fine no high winds,Day,Wet or damp,2,Slight,Manchester,53.47719146489718,-2.2520627714499226,Car
ACC2021006338,2022-08-27,30,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Kirklees,53.66076724065213,-1.8066788477785494,Car
ACC2021006339,2022-02-05,60,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Cheshire East,53.22001800502671,-2.311903026352661,Car
ACC2021006340,2021-01-28,60,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Bradford,53.77172058258954,-1.7655583192583588,Car
ACC2021006341,2022-06-21,20,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Kirklees,53.610956107893564,-1.7912131377157432,Bus
ACC2021006342,2021-02-27,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Kirklees,53.61230989156553,-1.7656970144529123,Car
ACC2021006343,2022-05-13,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.25704719287589,-5.087709586518238,Bike
ACC2021006344,2021-10-24,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,2,Serious,Leeds,53.754272081362046,-1.549397702914586,Bike
ACC2021006345,2021-05-14,50,One way street,Urban,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.49031280825651,-1.914971989348368,Bike
ACC2021006346,2021-11-27,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Sheffield,53.38882630210952,-1.4340449393220116,Bike
ACC2021006347,2021-09-06,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.52279922516781,-1.8376651117647016,Car
ACC2021006348,2022-07-04,40,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,County Durham,54.741305801887044,-1.5775962602135063,Other
ACC2021006349,2021-03-16,50,Single carriageway,Rural,Raining + high winds,Day,Dry,1,Slight,Birmingham,52.467813150137374,-1.9221722218069444,Car
ACC2021006350,2022-10-16,60,Single carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Leeds,53.80667741503977,-1.6051352860915171,Bike
ACC2021006351,2021-06-17,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.318922340653735,-5.083235343940813,Car
ACC2021006352,2022-05-18,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Fatal,Birmingham,52.441857623673776,-1.896262457407048,Car
ACC2021006353,2021-12-21,40,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Serious,Birmingham,52.489032645887214,-1.8642579409050277,Bike
ACC2021006354,2021-08-13,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.27333671303488,-5.028135930225791,Car
ACC2021006355,2022-10-26,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cheshire East,53.26292428110641,-2.3421523571626492,Agricultural
ACC2021006356,2022-06-15,60,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.853584407973166,-1.5471586679541338,Bike
ACC2021006357,2021-05-26,20,Dual carriageway,Urban,Raining no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.509661209610904,-1.8888891269699717,Bike
ACC2021006358,2021-08-29,20,Roundabout,Rural,Fine no high winds,Day,Wet or damp,1,Serious,Leeds,53.779241471570565,-1.5486031500018953,Car
ACC2021006359,2021-12-10,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Sheffield,53.39597437608212,-1.4716200050988542,Car
ACC2021006360,2021-02-04,70,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.50288851827556,-1.853659743905524,Bus
ACC2021006361,2022-12-03,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.476362859354914,-1.9012261920855638,Car
ACC2021006362,2021-01-01,20,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Serious,Cornwall,50.29201929341015,-5.023218918983805,Other
ACC2021006363,2021-06-02,70,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Sheffield,53.400655561058926,-1.4606089677120566,Car
ACC2021006364,2022-03-05,50,Roundabout,Rural,Raining no high winds,Dark,Dry,1,Slight,Bradford,53.79990791939024,-1.7737471206526594,Car
ACC2021006365,2022-05-23,60,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Bradford,53.81912435244752,-1.7399941204462959,Bike
ACC2021006366,2021-05-06,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.51607448168919,-1.841776777427166,Car
ACC2021006367,2022-05-06,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Cornwall,50.23942249502309,-5.015928378202015,Car
ACC2021006368,2022-04-27,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,2,Serious,Leeds,53.82360491954045,-1.527615949396319,Car
ACC2021006369,2021-12-11,60,Single carriageway,Rural,Raining + high winds,Day,Wet or damp,1,Serious,Birmingham,52.51495948728017,-1.9202605210278678,Bus
ACC2021006370,2021-08-09,40,Single carriageway,Urban,Raining + high winds,Dark,Wet or damp,1,Slight,Birmingham,52.52228008374761,-1.9178609452539581,Car
ACC2021006371,2022-12-24,40,Roundabout,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Bradford,53.75739065777568,-1.748300244217635,Van
ACC2021006372,2021-01-25,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,2,Slight,Manchester,53.52800095551693,-2.2169754058635025,Car
ACC2021006373,2022-06-12,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Serious,Birmingham,52.51338207457777,-1.8675361264048194,Car
ACC2021006374,2021-07-01,40,Dual carriageway,Urban,Fine no high winds,Day,Snow,1,Slight,Cornwall,50.25829586413423,-5.065711394057891,Car
ACC2021006375,2022-05-14,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.44899344099108,-1.8708687640452708,Car
ACC2021006376,2022-10-03,20,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.79104455302406,-1.513788903332311,Car
ACC2021006377,2021-02-11,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.49521852349198,-1.8831810334211125,Car
ACC2021006378,2022-04-26,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.216841150666426,-5.05516364167988,Car
ACC2021006379,2022-03-15,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.485837939620794,-1.9623077989181033,Car
ACC2021006380,2022-02-06,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,County Durham,54.77173617049047,-1.5736938646970822,Bike
ACC2021006381,2022-06-30,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.793338071560015,-1.7846871750939353,Car
ACC2021006382,2021-12-11,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.82953824097958,-1.5537511389781997,Bike
ACC2021006383,2021-02-14,60,Slip road,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.430722743939064,-1.9241015395391199,Car
ACC2021006384,2022-10-08,40,Single carriageway,Rural,Raining + high winds,Day,Dry,1,Slight,Cornwall,50.3210912309977,-5.058970462929324,Van
ACC2021006385,2021-01-21,70,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Manchester,53.416527971282285,-2.235118544227712,Agricultural
ACC2021006386,2022-09-26,60,One way street,Urban,Fine no high winds,Dark,Dry,1,Slight,Sheffield,53.345979006503164,-1.4328833113695745,Car
ACC2021006387,2021-03-11,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.760650675697086,-1.5868355052256677,Bus
ACC2021006388,2021-02-17,30,Dual carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,County Durham,54.80873281694169,-1.6051979233107696,Car
ACC2021006389,2022-05-06,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.27876471266294,-5.0694391567431225,Car
ACC2021006390,2022-07-05,20,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.48026398906502,-1.8791878131776332,Car
ACC2021006391,2021-10-14,30,Dual carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Bradford,53.82006739527741,-1.7121632865570944,Car
ACC2021006392,2021-01-10,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.45554802596462,-1.9137082339155778,Car
ACC2021006393,2022-06-26,40,Single carriageway,Rural,Fine no high winds,Day,Frost or ice,1,Slight,Leeds,53.80495428783077,-1.539745285750791,Car
ACC2021006394,2021-10-01,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.22650236059957,-5.070841118930663,Van
ACC2021006395,2022-08-23,30,Roundabout,Rural,Fine no high winds,Day,Dry,2,Serious,County Durham,54.746998403246856,-1.5883184348211556,Car
ACC2021006396,2022-01-16,30,Roundabout,Urban,Fine no high winds,Dark,Dry,1,Slight,Bradford,53.80244757354805,-1.7454833735493396,Car
ACC2021006397,2021-11-25,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.838186711518794,-1.5363008594166507,Car
ACC2021006398,2022-04-24,60,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,2,Serious,Sheffield,53.33961986717873,-1.4679746856618041,Bike
